Date Time, Speed, Direction, Direction, Gust, X, R 
2010-10-02 00:00,7.48,19.71,NNE,10.19,0,0
2010-10-02 00:06,7.54,13.82,NNE,12.01,0,0
2010-10-02 00:12,8.70,13.00,NNE,12.40,0,0
2010-10-02 00:18,9.33,8.50,N,12.36,0,0
2010-10-02 00:24,8.18,15.41,NNE,12.93,0,0
2010-10-02 00:30,7.86,15.78,NNE,13.74,0,0
2010-10-02 00:36,7.36,16.91,NNE,12.98,0,0
2010-10-02 00:42,8.10,21.00,NNE,13.30,0,0
2010-10-02 00:48,8.37,21.32,NNE,13.29,0,0
2010-10-02 00:54,9.00,17.00,NNE,13.60,0,0
2010-10-02 01:00,10.60,24.00,NNE,15.10,0,0
2010-10-02 01:06,7.69,18.68,NNE,15.10,0,0
2010-10-02 01:12,9.00,24.00,NNE,14.00,0,0
2010-10-02 01:18,8.40,20.00,NNE,13.00,0,0
2010-10-02 01:24,9.17,24.47,NNE,12.98,0,0
2010-10-02 01:30,9.66,26.04,NNE,13.95,0,0
2010-10-02 01:36,10.20,27.00,NNE,13.30,0,0
2010-10-02 01:42,9.46,27.39,NNE,13.31,0,0
2010-10-02 01:48,7.96,27.95,NNE,11.58,0,0
2010-10-02 01:54,8.80,29.00,NNE,11.40,0,0
2010-10-02 02:00,7.13,21.77,NNE,11.35,0,0
2010-10-02 02:06,7.60,19.00,NNE,14.70,0,0
2010-10-02 02:12,9.10,19.00,NNE,13.50,0,0
2010-10-02 02:18,8.70,10.00,N,13.20,0,0
2010-10-02 02:24,8.20,10.06,N,13.18,0,0
2010-10-02 02:30,8.30,14.00,NNE,11.80,0,0
2010-10-02 02:36,8.41,11.35,NNE,11.77,0,0
2010-10-02 02:42,9.08,13.03,NNE,12.08,0,0
2010-10-02 02:48,8.80,19.00,NNE,11.20,0,0
2010-10-02 02:54,8.80,8.00,N,13.70,0,0
2010-10-02 03:00,7.01,5.63,N,13.70,0,0
2010-10-02 03:06,7.40,6.00,N,12.70,0,0
2010-10-02 03:12,8.26,11.31,NNE,12.75,0,0
2010-10-02 03:18,8.30,9.00,N,12.10,0,0
2010-10-02 03:24,8.65,13.56,NNE,12.06,0,0
2010-10-02 03:30,7.60,13.00,NNE,14.30,0,0
2010-10-02 03:36,9.80,16.00,NNE,14.20,0,0
2010-10-02 03:42,9.50,16.00,NNE,13.90,0,0
2010-10-02 03:48,7.47,19.52,NNE,13.95,0,0
2010-10-02 03:54,8.76,18.05,NNE,14.58,0,0
2010-10-02 04:00,7.39,21.08,NNE,13.07,0,0
2010-10-02 04:06,8.40,18.00,NNE,10.60,0,0
2010-10-02 04:12,6.69,17.93,NNE,10.63,0,0
2010-10-02 04:18,8.20,15.00,NNE,11.90,0,0
2010-10-02 04:24,9.37,16.27,NNE,11.90,0,0
2010-10-02 04:30,6.31,18.03,NNE,13.87,0,0
2010-10-02 04:36,7.60,12.00,NNE,12.00,0,0
2010-10-02 04:42,8.90,17.00,NNE,12.10,0,0
2010-10-02 04:48,7.30,7.00,N,11.20,0,0
2010-10-02 04:54,5.70,17.00,NNE,11.30,0,0
2010-10-02 05:00,6.75,15.82,NNE,11.29,0,0
2010-10-02 05:06,8.00,9.00,N,10.60,0,0
2010-10-02 05:12,4.60,4.00,N,10.30,0,0
2010-10-02 05:18,6.10,7.00,N,9.80,0,0
2010-10-02 05:24,5.90,10.00,N,10.00,0,0
2010-10-02 05:30,6.20,5.00,N,9.10,0,0
2010-10-02 05:36,6.70,5.00,N,9.00,0,0
2010-10-02 05:42,5.80,4.00,N,7.20,0,0
2010-10-02 05:48,5.26,0.95,N,7.25,0,0
2010-10-02 05:54,4.20,350.00,N,6.90,0,0
2010-10-02 06:00,4.83,346.38,NNW,6.90,0,0
2010-10-02 06:06,4.80,359.00,N,7.60,0,0
2010-10-02 06:12,3.84,357.48,N,7.61,0,0
2010-10-02 06:18,4.53,348.91,N,7.06,0,0
2010-10-02 06:24,4.19,358.64,N,7.70,0,0
2010-10-02 06:30,5.24,359.69,N,8.96,0,0
2010-10-02 06:36,5.83,5.07,N,7.15,0,0
2010-10-02 06:42,4.60,3.00,N,8.50,0,0
2010-10-02 06:48,6.00,346.00,NNW,8.50,0,0
2010-10-02 06:54,6.10,345.00,NNW,8.40,0,0
2010-10-02 07:00,5.52,345.11,NNW,8.40,0,0
2010-10-02 07:06,5.67,347.26,NNW,7.39,0,0
2010-10-02 07:12,3.71,354.14,N,8.17,0,0
2010-10-02 07:18,6.00,344.00,NNW,8.00,0,0
2010-10-02 07:24,6.23,348.21,NNW,8.00,0,0
2010-10-02 07:30,4.85,345.56,NNW,8.22,0,0
2010-10-02 07:36,5.85,349.55,N,7.98,0,0
2010-10-02 07:42,6.90,349.00,N,10.10,0,0
2010-10-02 07:48,5.90,349.00,N,8.60,0,0
2010-10-02 07:54,5.40,347.00,NNW,8.10,0,0
2010-10-02 08:00,3.70,355.00,N,8.10,0,0
2010-10-02 08:06,5.70,345.00,NNW,8.40,0,0
2010-10-02 08:12,5.90,350.36,N,8.37,0,0
2010-10-02 08:18,5.24,349.09,N,8.88,0,0
2010-10-02 08:24,5.51,344.88,NNW,7.87,0,0
2010-10-02 08:30,4.60,357.00,N,7.70,0,0
2010-10-02 08:36,5.40,351.00,N,7.90,0,0
2010-10-02 08:42,5.20,349.00,N,8.40,0,0
2010-10-02 08:48,6.04,345.83,NNW,8.38,0,0
2010-10-02 08:54,4.80,350.29,N,8.18,0,0
2010-10-02 09:00,5.91,347.05,NNW,9.53,0,0
2010-10-02 09:06,3.68,357.12,N,7.21,0,0
2010-10-02 09:12,4.97,345.99,NNW,9.03,0,0
2010-10-02 09:18,5.59,352.82,N,8.47,0,0
2010-10-02 09:24,4.79,350.22,N,8.92,0,0
2010-10-02 09:30,5.70,348.00,NNW,8.80,0,0
2010-10-02 09:36,6.50,345.31,NNW,8.79,0,0
2010-10-02 09:42,6.64,345.25,NNW,8.73,0,0
2010-10-02 09:48,5.63,348.62,NNW,8.63,0,0
2010-10-02 09:54,4.79,349.22,N,8.44,0,0
2010-10-02 10:00,4.06,349.02,N,7.55,0,0
2010-10-02 10:06,6.18,345.92,NNW,10.38,0,0
2010-10-02 10:12,5.04,351.36,N,8.34,0,0
2010-10-02 10:18,5.46,353.82,N,9.20,0,0
2010-10-02 10:24,4.64,348.41,NNW,8.75,0,0
2010-10-02 10:30,5.10,359.07,N,7.72,0,0
2010-10-02 10:36,5.20,354.00,N,8.70,0,0
2010-10-02 10:42,5.80,350.00,N,8.30,0,0
2010-10-02 10:48,5.27,351.28,N,8.27,0,0
2010-10-02 10:54,3.92,356.55,N,7.79,0,0
2010-10-02 11:00,4.92,4.38,N,7.00,0,0
2010-10-02 11:06,5.32,0.41,N,7.98,0,0
2010-10-02 11:12,5.94,6.90,N,8.49,0,0
2010-10-02 11:18,5.72,2.32,N,7.77,0,0
2010-10-02 11:24,3.97,347.95,NNW,6.98,0,0
2010-10-02 11:30,3.99,353.54,N,6.75,0,0
2010-10-02 11:36,4.12,354.64,N,7.89,0,0
2010-10-02 11:42,4.78,354.02,N,6.90,0,0
2010-10-02 11:48,3.39,357.26,N,8.27,0,0
2010-10-02 11:54,3.72,348.34,NNW,5.70,0,0
2010-10-02 12:00,4.51,353.47,N,6.82,0,0
2010-10-02 12:06,4.81,352.45,N,8.47,0,0
2010-10-02 12:12,5.88,350.13,N,7.60,0,0
2010-10-02 12:18,5.40,342.52,NNW,8.68,0,0
2010-10-02 12:24,5.16,339.74,NNW,7.21,0,0
2010-10-02 12:30,4.80,346.42,NNW,7.90,0,0
2010-10-02 12:36,4.54,354.65,N,8.03,0,0
2010-10-02 12:42,5.30,347.00,NNW,8.10,0,0
2010-10-02 12:48,6.26,342.87,NNW,8.10,0,0
2010-10-02 12:54,5.25,351.16,N,7.50,0,0
2010-10-02 13:00,4.62,348.67,NNW,7.31,0,0
2010-10-02 13:06,4.18,350.15,N,7.13,0,0
2010-10-02 13:12,5.14,2.38,N,7.05,0,0
2010-10-02 13:18,4.53,353.38,N,6.82,0,0
2010-10-02 13:24,5.05,343.27,NNW,6.90,0,0
2010-10-02 13:30,5.02,341.87,NNW,6.94,0,0
2010-10-02 13:36,3.62,357.52,N,7.21,0,0
2010-10-02 13:42,4.63,339.63,NNW,6.13,0,0
2010-10-02 13:48,4.63,349.17,N,7.06,0,0
2010-10-02 13:54,4.60,336.84,NNW,7.09,0,0
2010-10-02 14:00,5.74,341.50,NNW,7.13,0,0
2010-10-02 14:06,5.30,344.95,NNW,7.35,0,0
2010-10-02 14:12,5.88,349.70,N,7.94,0,0
2010-10-02 14:18,3.81,1.53,N,8.49,0,0
2010-10-02 14:24,3.73,351.79,N,5.69,0,0
2010-10-02 14:30,5.09,345.31,NNW,6.86,0,0
2010-10-02 14:36,3.56,326.60,NNW,7.34,0,0
2010-10-02 14:42,3.60,348.87,N,6.17,0,0
2010-10-02 14:48,3.85,334.71,NNW,5.38,0,0
2010-10-02 14:54,3.69,345.44,NNW,6.15,0,0
2010-10-02 15:00,4.01,338.57,NNW,5.76,0,0
2010-10-02 15:06,3.62,332.97,NNW,5.85,0,0
2010-10-02 15:12,3.82,335.55,NNW,5.92,0,0
2010-10-02 15:18,3.80,331.00,NNW,6.70,0,0
2010-10-02 15:24,4.36,340.30,NNW,6.72,0,0
2010-10-02 15:30,3.49,328.52,NNW,6.30,0,0
2010-10-02 15:36,4.48,331.23,NNW,6.54,0,0
2010-10-02 15:42,4.07,341.10,NNW,5.65,0,0
2010-10-02 15:48,4.18,339.77,NNW,5.91,0,0
2010-10-02 15:54,3.53,346.50,NNW,5.15,0,0
2010-10-02 16:00,3.55,342.71,NNW,5.35,0,0
2010-10-02 16:06,2.26,333.93,NNW,4.48,0,0
2010-10-02 16:12,2.74,332.20,NNW,5.51,0,0
2010-10-02 16:18,4.22,337.32,NNW,5.10,0,0
2010-10-02 16:24,3.40,343.39,NNW,5.44,0,0
2010-10-02 16:30,3.39,333.36,NNW,5.25,0,0
2010-10-02 16:36,2.54,306.10,NW,3.63,0,0
2010-10-02 16:42,3.81,338.02,NNW,5.02,0,0
2010-10-02 16:48,2.76,330.52,NNW,4.56,0,0
2010-10-02 16:54,3.47,317.06,NW,5.12,0,0
2010-10-02 17:00,3.78,346.89,NNW,5.18,0,0
2010-10-02 17:06,1.72,338.28,NNW,4.66,0,0
2010-10-02 17:12,2.65,359.68,N,3.58,0,0
2010-10-02 17:18,2.89,337.08,NNW,4.01,0,0
2010-10-02 17:24,2.81,344.23,NNW,3.60,0,0
2010-10-02 17:30,3.12,343.56,NNW,3.91,0,0
2010-10-02 17:36,2.42,322.73,NW,3.86,0,0
2010-10-02 17:42,2.81,336.35,NNW,4.14,0,0
2010-10-02 17:48,2.92,343.65,NNW,3.60,0,0
2010-10-02 17:54,1.76,338.19,NNW,3.50,0,0
2010-10-02 18:00,2.06,352.90,N,3.47,0,0
2010-10-02 18:06,2.06,344.27,NNW,2.77,0,0
2010-10-02 18:12,1.62,355.56,N,3.68,0,0
2010-10-02 18:18,2.08,339.35,NNW,2.89,0,0
2010-10-02 18:24,1.60,6.00,N,3.70,0,0
2010-10-02 18:30,1.93,15.26,NNE,3.75,0,0
2010-10-02 18:36,1.89,343.94,NNW,3.28,0,0
2010-10-02 18:42,2.70,320.00,NW,3.30,0,0
2010-10-02 18:48,2.17,3.15,N,3.25,0,0
2010-10-02 18:54,2.03,335.44,NNW,3.12,0,0
2010-10-02 19:00,2.25,341.50,NNW,3.31,0,0
2010-10-02 19:06,2.07,328.62,NNW,4.02,0,0
2010-10-02 19:12,2.04,342.83,NNW,3.04,0,0
2010-10-02 19:18,1.17,8.48,N,3.80,0,0
2010-10-02 19:24,1.45,15.68,NNE,2.93,0,0
2010-10-02 19:30,1.59,22.42,NNE,2.58,0,0
2010-10-02 19:36,2.04,45.23,NE,2.22,0,0
2010-10-02 19:42,1.82,52.78,NE,2.86,0,0
2010-10-02 19:48,1.70,49.28,NE,3.54,0,0
2010-10-02 19:54,1.48,44.95,NE,3.49,0,0
2010-10-02 20:00,1.06,21.57,NNE,2.00,0,0
2010-10-02 20:06,2.37,25.38,NNE,2.76,0,0
2010-10-02 20:12,2.83,53.64,NE,3.88,0,0
2010-10-02 20:18,2.08,43.67,NE,3.73,0,0
2010-10-02 20:24,2.56,36.40,NE,3.75,0,0
2010-10-02 20:30,2.12,43.71,NE,3.25,0,0
2010-10-02 20:36,2.19,18.85,NNE,3.30,0,0
2010-10-02 20:42,2.62,54.27,NE,3.74,0,0
2010-10-02 20:48,2.21,41.00,NE,3.39,0,0
2010-10-02 20:54,2.01,53.76,NE,3.24,0,0
2010-10-02 21:00,2.39,48.04,NE,2.63,0,0
2010-10-02 21:06,2.57,33.96,NE,3.56,0,0
2010-10-02 21:12,2.39,42.76,NE,3.39,0,0
2010-10-02 21:18,2.50,46.73,NE,3.68,0,0
2010-10-02 21:24,2.93,41.36,NE,3.61,0,0
2010-10-02 21:30,2.21,32.17,NNE,3.47,0,0
2010-10-02 21:36,1.76,36.01,NE,3.40,0,0
2010-10-02 21:42,1.72,22.10,NNE,3.07,0,0
2010-10-02 21:48,2.30,18.10,NNE,3.29,0,0
2010-10-02 21:54,2.52,15.99,NNE,3.66,0,0
2010-10-02 22:00,1.71,23.84,NNE,3.38,0,0
2010-10-02 22:06,1.82,20.47,NNE,3.80,0,0
2010-10-02 22:12,2.63,9.03,N,3.71,0,0
2010-10-02 22:18,2.64,11.39,NNE,3.35,0,0
2010-10-02 22:24,1.68,9.08,N,3.44,0,0
2010-10-02 22:30,2.88,9.19,N,3.34,0,0
2010-10-02 22:36,2.16,9.60,N,4.34,0,0
2010-10-02 22:42,2.08,4.88,N,2.97,0,0
2010-10-02 22:48,2.87,9.70,N,3.83,0,0
2010-10-02 22:54,2.82,12.49,NNE,3.82,0,0
