Date Time, Speed, Direction, Direction, Gust, X, R 
2010-08-02 00:00,2.56,162.93,SSE,3.77,0,0
2010-08-02 00:06,2.63,160.84,SSE,3.22,0,0
2010-08-02 00:12,2.89,164.07,SSE,3.86,0,0
2010-08-02 00:18,2.47,158.36,SSE,3.75,0,0
2010-08-02 00:24,1.74,162.72,SSE,3.67,0,0
2010-08-02 00:30,2.10,160.00,SSE,3.30,0,0
2010-08-02 00:36,2.35,160.05,SSE,3.28,0,0
2010-08-02 00:42,2.18,170.82,S,3.36,0,0
2010-08-02 00:48,2.18,166.37,SSE,3.90,0,0
2010-08-02 00:54,2.20,161.00,SSE,3.90,0,0
2010-08-02 01:00,2.51,157.05,SSE,3.87,0,0
2010-08-02 01:06,2.82,163.51,SSE,3.73,0,0
2010-08-02 01:12,2.86,162.87,SSE,4.04,0,0
2010-08-02 01:18,2.24,167.60,SSE,3.56,0,0
2010-08-02 01:24,2.79,170.85,S,3.92,0,0
2010-08-02 01:30,2.28,176.14,S,3.54,0,0
2010-08-02 01:36,2.38,177.02,S,4.00,0,0
2010-08-02 01:42,2.30,167.00,SSE,3.50,0,0
2010-08-02 01:48,2.41,156.68,SSE,3.46,0,0
2010-08-02 01:54,2.45,169.35,S,3.03,0,0
2010-08-02 02:00,2.01,165.72,SSE,2.89,0,0
2010-08-02 02:06,2.30,167.00,SSE,3.60,0,0
2010-08-02 02:12,2.33,171.14,S,3.58,0,0
2010-08-02 02:18,2.35,155.90,SSE,2.89,0,0
2010-08-02 02:24,2.41,165.90,SSE,3.04,0,0
2010-08-02 02:30,2.20,176.72,S,3.10,0,0
2010-08-02 02:36,2.63,183.67,S,3.18,0,0
2010-08-02 02:42,2.57,172.71,S,3.37,0,0
2010-08-02 02:48,2.02,174.76,S,2.64,0,0
2010-08-02 02:54,2.00,191.00,S,2.90,0,0
2010-08-02 03:00,2.48,194.02,SSW,2.86,0,0
2010-08-02 03:06,2.20,184.00,S,2.70,0,0
2010-08-02 03:12,1.69,174.21,S,2.75,0,0
2010-08-02 03:18,1.10,160.00,SSE,1.40,0,0
2010-08-02 03:24,1.06,169.29,S,1.42,0,0
2010-08-02 03:30,0.90,150.00,SSE,1.30,0,0
2010-08-02 03:36,0.96,149.50,SSE,1.32,0,0
2010-08-02 03:42,0.77,172.51,S,1.26,0,0
2010-08-02 03:48,1.12,175.37,S,1.29,0,0
2010-08-02 03:54,0.94,156.31,SSE,1.35,0,0
2010-08-02 04:00,0.75,143.43,SE,1.01,0,0
2010-08-02 04:06,1.10,142.10,SE,1.19,0,0
2010-08-02 04:12,1.23,139.54,SE,1.32,0,0
2010-08-02 04:18,1.40,163.00,SSE,1.80,0,0
2010-08-02 04:24,1.60,185.32,S,1.78,0,0
2010-08-02 04:30,1.60,195.18,SSW,1.95,0,0
2010-08-02 04:36,1.08,196.50,SSW,1.97,0,0
2010-08-02 04:42,1.13,172.08,S,1.64,0,0
2010-08-02 04:48,1.26,195.47,SSW,1.63,0,0
2010-08-02 04:54,1.26,184.30,S,1.65,0,0
2010-08-02 05:00,1.28,172.66,S,1.64,0,0
2010-08-02 05:06,1.30,189.00,S,1.80,0,0
2010-08-02 05:12,1.37,205.11,SSW,1.75,0,0
2010-08-02 05:18,0.95,189.40,S,1.47,0,0
2010-08-02 05:24,1.18,181.81,S,1.54,0,0
2010-08-02 05:30,0.80,184.00,S,1.50,0,0
2010-08-02 05:36,1.26,172.58,S,1.51,0,0
2010-08-02 05:42,1.15,152.52,SSE,1.40,0,0
2010-08-02 05:48,1.08,157.18,SSE,1.42,0,0
2010-08-02 05:54,1.67,165.22,SSE,1.78,0,0
2010-08-02 06:00,1.88,164.40,SSE,2.29,0,0
2010-08-02 06:06,1.73,176.08,S,2.38,0,0
2010-08-02 06:12,1.53,176.49,S,2.00,0,0
2010-08-02 06:18,1.18,200.41,SSW,1.79,0,0
2010-08-02 06:24,1.41,214.80,SW,1.48,0,0
2010-08-02 06:30,1.70,207.00,SSW,1.80,0,0
2010-08-02 06:36,1.60,205.17,SSW,1.84,0,0
2010-08-02 06:42,1.06,203.57,SSW,1.86,0,0
2010-08-02 06:48,0.66,184.71,S,1.11,0,0
2010-08-02 06:54,0.39,186.80,S,0.66,0,0
2010-08-02 07:00,0.85,146.79,SSE,0.90,0,0
2010-08-02 07:06,0.62,121.33,ESE,0.93,0,0
2010-08-02 07:12,0.49,96.18,E,0.75,0,0
2010-08-02 07:18,1.00,78.91,E,1.16,0,0
2010-08-02 07:24,0.63,75.62,ENE,1.26,0,0
2010-08-02 07:30,0.70,151.00,SSE,1.80,0,0
2010-08-02 07:36,1.60,203.66,SSW,1.77,0,0
2010-08-02 07:42,1.70,182.00,S,2.30,0,0
2010-08-02 07:48,2.01,169.43,S,2.26,0,0
2010-08-02 07:54,1.54,150.36,SSE,2.19,0,0
2010-08-02 08:00,1.56,152.43,SSE,1.96,0,0
2010-08-02 08:06,1.20,166.41,SSE,1.90,0,0
2010-08-02 08:12,0.81,163.89,SSE,1.41,0,0
2010-08-02 08:18,0.60,181.00,S,0.80,0,0
2010-08-02 08:24,0.62,173.18,S,0.77,0,0
2010-08-02 08:30,0.04,152.44,SSE,0.68,0,0
2010-08-02 08:36,0.66,60.54,ENE,0.75,0,0
2010-08-02 08:42,0.28,79.92,E,0.73,0,0
2010-08-02 08:48,0.18,74.47,ENE,0.37,0,0
2010-08-02 08:54,0.00,75.32,ENE,0.21,0,0
2010-08-02 09:00,0.55,125.77,SE,0.51,0,0
2010-08-02 09:06,0.78,127.41,SE,1.01,0,0
2010-08-02 09:12,0.51,145.87,SE,0.85,0,0
2010-08-02 09:18,0.35,132.59,SE,0.82,0,0
2010-08-02 09:24,0.67,132.49,SE,0.79,0,0
2010-08-02 09:30,1.80,139.00,SE,2.00,0,0
2010-08-02 09:36,1.80,147.89,SSE,2.05,0,0
2010-08-02 09:42,1.57,153.70,SSE,2.25,0,0
2010-08-02 09:48,1.45,155.75,SSE,1.95,0,0
2010-08-02 09:54,1.65,153.00,SSE,2.00,0,0
2010-08-02 10:00,1.71,150.25,SSE,2.11,0,0
2010-08-02 10:06,1.71,150.37,SSE,2.20,0,0
2010-08-02 10:12,1.70,152.30,SSE,2.30,0,0
2010-08-02 10:18,1.58,152.85,SSE,2.24,0,0
2010-08-02 10:24,1.62,146.60,SSE,2.24,0,0
2010-08-02 10:30,1.20,147.00,SSE,2.10,0,0
2010-08-02 10:36,1.76,165.35,SSE,2.13,0,0
2010-08-02 10:42,1.60,173.00,S,2.20,0,0
2010-08-02 10:48,1.72,173.32,S,2.22,0,0
2010-08-02 10:54,1.30,187.00,S,1.60,0,0
2010-08-02 11:00,0.95,179.15,S,1.62,0,0
2010-08-02 11:06,2.01,195.01,SSW,2.48,0,0
2010-08-02 11:12,1.53,185.06,S,2.26,0,0
2010-08-02 11:18,2.11,185.53,S,2.26,0,0
2010-08-02 11:24,1.97,180.08,S,2.66,0,0
2010-08-02 11:30,2.43,193.14,SSW,2.81,0,0
2010-08-02 11:36,2.15,195.68,SSW,3.08,0,0
2010-08-02 11:42,2.15,198.84,SSW,2.98,0,0
2010-08-02 11:48,2.21,198.36,SSW,2.57,0,0
2010-08-02 11:54,2.23,201.52,SSW,2.63,0,0
2010-08-02 12:00,2.28,206.13,SSW,2.96,0,0
2010-08-02 12:06,1.92,198.81,SSW,2.25,0,0
2010-08-02 12:12,1.97,194.49,SSW,2.38,0,0
2010-08-02 12:18,2.12,190.76,S,2.80,0,0
2010-08-02 12:24,1.88,205.72,SSW,2.65,0,0
2010-08-02 12:30,1.90,210.00,SSW,2.40,0,0
