Date Time, Speed, Direction, Direction, Gust, X, R 
2013-01-01 00:00,4.75,239.83,WSW,7.48,0,0
2013-01-01 00:06,3.98,238.96,WSW,5.80,0,0
2013-01-01 00:12,3.34,241.98,WSW,5.68,0,0
2013-01-01 00:18,3.71,236.64,WSW,5.82,0,0
2013-01-01 00:24,3.43,238.25,WSW,5.76,0,0
2013-01-01 00:30,3.21,237.55,WSW,4.94,0,0
2013-01-01 00:36,3.73,237.46,WSW,5.89,0,0
2013-01-01 00:42,3.04,238.80,WSW,4.76,0,0
2013-01-01 00:48,3.25,236.93,WSW,5.17,0,0
2013-01-01 00:54,3.44,234.54,SW,5.23,0,0
2013-01-01 01:00,3.60,237.03,WSW,5.34,0,0
2013-01-01 01:06,2.74,236.86,WSW,5.18,0,0
2013-01-01 01:12,3.22,235.76,SW,4.86,0,0
2013-01-01 01:18,3.50,247.00,WSW,6.10,0,0
2013-01-01 01:24,4.82,243.19,WSW,8.15,0,0
2013-01-01 01:30,4.17,245.60,WSW,7.15,0,0
2013-01-01 01:36,3.70,247.15,WSW,6.44,0,0
2013-01-01 01:42,3.58,247.16,WSW,6.05,0,0
2013-01-01 01:48,4.00,250.78,WSW,6.78,0,0
2013-01-01 01:54,4.04,252.67,WSW,7.22,0,0
2013-01-01 02:00,3.53,254.21,WSW,5.44,0,0
2013-01-01 02:06,3.50,252.19,WSW,5.79,0,0
2013-01-01 02:12,2.95,249.41,WSW,5.77,0,0
2013-01-01 02:18,3.56,252.03,WSW,6.75,0,0
2013-01-01 02:24,4.18,252.42,WSW,7.89,0,0
2013-01-01 02:30,4.26,249.63,WSW,6.63,0,0
2013-01-01 02:36,4.28,251.06,WSW,7.48,0,0
2013-01-01 02:42,3.53,250.09,WSW,6.83,0,0
2013-01-01 02:48,4.03,249.87,WSW,6.93,0,0
2013-01-01 02:54,3.86,249.35,WSW,6.74,0,0
2013-01-01 03:00,4.16,252.38,WSW,6.38,0,0
2013-01-01 03:06,4.03,258.16,WSW,6.65,0,0
2013-01-01 03:12,4.03,261.38,W,7.35,0,0
2013-01-01 03:18,3.40,256.00,WSW,5.80,0,0
2013-01-01 03:24,3.96,266.60,W,6.20,0,0
2013-01-01 03:30,4.07,267.91,W,6.39,0,0
2013-01-01 03:36,3.33,270.23,W,6.06,0,0
2013-01-01 03:42,3.20,271.18,W,4.96,0,0
2013-01-01 03:48,3.48,279.31,W,5.11,0,0
2013-01-01 03:54,2.74,266.95,W,4.41,0,0
2013-01-01 04:00,3.12,269.41,W,5.45,0,0
2013-01-01 04:06,2.63,263.82,W,5.07,0,0
2013-01-01 04:12,4.24,262.62,W,6.71,0,0
2013-01-01 04:18,3.50,263.18,W,5.81,0,0
2013-01-01 04:24,3.62,254.61,WSW,7.79,0,0
2013-01-01 04:30,3.48,248.38,WSW,6.21,0,0
2013-01-01 04:36,3.59,243.71,WSW,5.67,0,0
2013-01-01 04:42,3.59,238.84,WSW,6.27,0,0
2013-01-01 04:48,4.01,244.59,WSW,7.48,0,0
2013-01-01 04:54,4.00,245.43,WSW,6.01,0,0
2013-01-01 05:00,3.68,246.13,WSW,5.92,0,0
2013-01-01 05:06,4.25,246.07,WSW,7.15,0,0
2013-01-01 05:12,3.47,242.16,WSW,6.46,0,0
2013-01-01 05:18,3.80,239.00,WSW,6.30,0,0
2013-01-01 05:24,4.20,237.13,WSW,6.52,0,0
2013-01-01 05:30,3.97,240.96,WSW,6.85,0,0
2013-01-01 05:36,3.96,240.30,WSW,5.43,0,0
2013-01-01 05:42,4.44,243.27,WSW,7.44,0,0
2013-01-01 05:48,3.85,242.89,WSW,6.56,0,0
2013-01-01 05:54,3.90,241.00,WSW,5.60,0,0
2013-01-01 06:00,4.00,241.16,WSW,6.22,0,0
2013-01-01 06:06,3.69,242.71,WSW,6.28,0,0
2013-01-01 06:12,4.05,240.30,WSW,6.68,0,0
2013-01-01 06:18,3.62,240.69,WSW,5.16,0,0
2013-01-01 06:24,3.75,239.52,WSW,6.09,0,0
2013-01-01 06:30,3.10,243.80,WSW,5.00,0,0
2013-01-01 06:36,3.96,243.41,WSW,6.34,0,0
2013-01-01 06:42,3.30,243.00,WSW,6.10,0,0
2013-01-01 06:48,3.47,242.89,WSW,5.18,0,0
2013-01-01 06:54,3.82,246.96,WSW,6.29,0,0
2013-01-01 07:00,3.34,244.46,WSW,6.13,0,0
2013-01-01 07:06,3.47,247.39,WSW,4.92,0,0
2013-01-01 07:12,3.90,244.72,WSW,6.78,0,0
2013-01-01 07:18,3.77,245.72,WSW,6.93,0,0
2013-01-01 07:24,4.14,248.06,WSW,7.08,0,0
2013-01-01 07:30,4.26,250.75,WSW,6.82,0,0
2013-01-01 07:36,4.08,244.03,WSW,6.32,0,0
2013-01-01 07:42,4.56,244.79,WSW,7.31,0,0
2013-01-01 07:48,4.09,242.28,WSW,7.19,0,0
2013-01-01 07:54,3.62,242.39,WSW,5.51,0,0
2013-01-01 08:00,3.98,239.21,WSW,5.77,0,0
2013-01-01 08:06,3.70,248.00,WSW,6.30,0,0
2013-01-01 08:12,3.88,244.88,WSW,6.77,0,0
2013-01-01 08:18,2.92,248.24,WSW,5.46,0,0
2013-01-01 08:24,3.52,246.09,WSW,6.42,0,0
2013-01-01 08:30,3.63,245.09,WSW,6.00,0,0
2013-01-01 08:36,3.25,250.64,WSW,5.61,0,0
2013-01-01 08:42,3.40,246.00,WSW,5.30,0,0
2013-01-01 08:48,3.28,250.53,WSW,5.97,0,0
2013-01-01 08:54,3.70,245.00,WSW,6.30,0,0
2013-01-01 09:00,3.98,242.53,WSW,7.28,0,0
2013-01-01 09:06,3.93,236.90,WSW,5.83,0,0
2013-01-01 09:12,4.30,237.87,WSW,7.92,0,0
2013-01-01 09:18,4.09,235.01,SW,6.18,0,0
2013-01-01 09:24,3.98,238.74,WSW,6.98,0,0
2013-01-01 09:30,4.20,242.42,WSW,6.60,0,0
2013-01-01 09:36,4.10,240.26,WSW,6.31,0,0
2013-01-01 09:42,4.69,237.21,WSW,7.08,0,0
2013-01-01 09:48,3.81,238.76,WSW,6.11,0,0
2013-01-01 09:54,4.57,237.52,WSW,7.41,0,0
2013-01-01 10:00,4.50,236.19,SW,6.92,0,0
2013-01-01 10:06,4.70,237.00,WSW,7.50,0,0
2013-01-01 10:12,4.96,234.49,SW,7.74,0,0
2013-01-01 10:18,4.74,236.29,WSW,7.76,0,0
2013-01-01 10:24,4.51,239.18,WSW,6.98,0,0
2013-01-01 10:30,4.14,241.70,WSW,6.37,0,0
2013-01-01 10:36,4.22,242.80,WSW,6.88,0,0
2013-01-01 10:42,4.19,241.00,WSW,7.51,0,0
2013-01-01 10:48,3.84,241.84,WSW,7.01,0,0
2013-01-01 10:54,3.60,237.00,WSW,5.70,0,0
2013-01-01 11:00,3.87,238.48,WSW,5.83,0,0
2013-01-01 11:06,3.57,237.80,WSW,5.87,0,0
2013-01-01 11:12,3.92,235.05,SW,6.35,0,0
2013-01-01 11:18,3.61,234.40,SW,5.47,0,0
2013-01-01 11:24,4.31,231.94,SW,6.15,0,0
2013-01-01 11:30,4.43,229.27,SW,6.59,0,0
2013-01-01 11:36,4.24,227.64,SW,6.34,0,0
2013-01-01 11:42,4.00,231.00,SW,6.30,0,0
